stage,method,weight_boundary,threshold,sensitivity,specificity,mcc,w12,w23,w34,qwk,macro_f1
stage1,weighted,0.75,0.25000000000000006,0.9330708661417323,0.7695035460992907,0.6999009519210717,,,,,
stage1,weighted,0.75,0.30000000000000004,0.9025590551181102,0.8687943262411347,0.720727987728194,,,,,
stage1,weighted,0.75,0.3500000000000001,0.8759842519685039,0.9184397163120568,0.7172292510199123,,,,,
stage1,weighted,0.75,0.40000000000000013,0.8464566929133859,0.9468085106382979,0.6979360036682575,,,,,
stage1,weighted,0.75,0.45000000000000007,0.8188976377952756,0.9609929078014184,0.6740398573788414,,,,,
stage1,weighted,0.75,0.5000000000000001,0.7942913385826772,0.975177304964539,0.6561867422520193,,,,,
stage1,weighted,0.75,0.5500000000000002,0.7687007874015748,0.9787234042553191,0.6308712588249213,,,,,
stage1,weighted,0.75,0.6000000000000002,0.7401574803149606,0.9893617021276596,0.609866437266955,,,,,
stage1,weighted,0.75,0.6500000000000001,0.7125984251968503,0.9964539007092199,0.588848237975696,,,,,
stage1,weighted,0.75,0.7000000000000002,0.6860236220472441,0.9964539007092199,0.5644902228238238,,,,,
stage1,weighted,0.75,0.7500000000000002,0.6614173228346457,1.0,0.5458523320766328,,,,,
stage1,weighted,0.75,0.8000000000000002,0.6309055118110236,1.0,0.5203841139717257,,,,,
stage1,weighted,0.75,0.8500000000000002,0.6043307086614174,1.0,0.4991531715402142,,,,,
stage1,weighted,0.75,0.9000000000000002,0.5679133858267716,1.0,0.4713005802007592,,,,,
stage1,weighted,0.8,0.1,0.9921259842519685,0.31560283687943264,0.4825943248178964,,,,,
stage1,weighted,0.8,0.15000000000000002,0.9744094488188977,0.5035460992907801,0.5871716150057801,,,,,
stage1,weighted,0.8,0.20000000000000004,0.9517716535433071,0.6524822695035462,0.6492891153267774,,,,,
stage1,weighted,0.8,0.25000000000000006,0.9192913385826772,0.7836879432624113,0.6853005481917536,,,,,
stage1,weighted,0.8,0.30000000000000004,0.8887795275590551,0.8723404255319149,0.7016887199011904,,,,,
stage1,weighted,0.8,0.3500000000000001,0.8582677165354331,0.925531914893617,0.6976269058915063,,,,,
stage1,weighted,0.8,0.40000000000000013,0.8297244094488189,0.9432624113475178,0.6737746319450136,,,,,
stage1,weighted,0.8,0.45000000000000007,0.8041338582677166,0.9609929078014184,0.6565090326022429,,,,,
stage1,weighted,0.8,0.5000000000000001,0.7864173228346457,0.9787234042553191,0.6501167081007108,,,,,
stage1,weighted,0.8,0.5500000000000002,0.7568897637795275,0.9787234042553191,0.6184708103630311,,,,,
stage1,weighted,0.8,0.6000000000000002,0.734251968503937,0.9893617021276596,0.6040196816355702,,,,,
stage1,weighted,0.8,0.6500000000000001,0.702755905511811,0.9964539007092199,0.579684409658701,,,,,
stage1,weighted,0.8,0.7000000000000002,0.6840551181102362,0.9964539007092199,0.5627330570671287,,,,,
stage1,weighted,0.8,0.7500000000000002,0.656496062992126,1.0,0.5416589674570079,,,,,
stage1,weighted,0.8,0.8000000000000002,0.6259842519685039,1.0,0.5163893339254998,,,,,
stage1,weighted,0.8,0.8500000000000002,0.6023622047244095,1.0,0.4976125826469589,,,,,
stage1,weighted,0.8,0.9000000000000002,0.5669291338582677,1.0,0.47056578156052414,,,,,
stage1,weighted,0.8500000000000001,0.1,0.9901574803149606,0.3333333333333333,0.4913766638120903,,,,,
stage1,weighted,0.8500000000000001,0.15000000000000002,0.9734251968503937,0.5319148936170213,0.6072474816879566,,,,,
stage1,weighted,0.8500000000000001,0.20000000000000004,0.9360236220472441,0.6808510638297872,0.6383758227295605,,,,,
stage1,weighted,0.8500000000000001,0.25000000000000006,0.9084645669291339,0.7872340425531915,0.6692070501495161,,,,,
stage1,weighted,0.8500000000000001,0.30000000000000004,0.875,0.8723404255319149,0.681027424242822,,,,,
stage1,weighted,0.8500000000000001,0.3500000000000001,0.843503937007874,0.9290780141843972,0.6805736362957145,,,,,
stage1,weighted,0.8500000000000001,0.40000000000000013,0.8188976377952756,0.9397163120567376,0.657680881091936,,,,,
stage1,weighted,0.8500000000000001,0.45000000000000007,0.7942913385826772,0.9645390070921985,0.6479366284582855,,,,,
stage1,weighted,0.8500000000000001,0.5000000000000001,0.7736220472440944,0.9787234042553191,0.6361372961229549,,,,,
stage1,weighted,0.8500000000000001,0.5500000000000002,0.7470472440944882,0.9822695035460993,0.6111816223130146,,,,,
stage1,weighted,0.8500000000000001,0.6000000000000002,0.7253937007874016,0.9929078014184397,0.598205028911601,,,,,
stage1,weighted,0.8500000000000001,0.6500000000000001,0.6968503937007874,0.9964539007092199,0.574267889868725,,,,,
stage1,weighted,0.8500000000000001,0.7000000000000002,0.6771653543307087,0.9964539007092199,0.5566313257045964,,,,,
stage1,weighted,0.8500000000000001,0.7500000000000002,0.6515748031496063,0.9964539007092199,0.5345914693189215,,,,,
stage1,weighted,0.8500000000000001,0.8000000000000002,0.6220472440944882,1.0,0.5132147441623186,,,,,
stage1,weighted,0.8500000000000001,0.8500000000000002,0.5984251968503937,1.0,0.49454400825818723,,,,,
stage1,weighted,0.8500000000000001,0.9000000000000002,0.562007874015748,1.0,0.46690502595638234,,,,,
stage1,weighted,0.9,0.1,0.9872047244094488,0.35106382978723405,0.4968001055898971,,,,,
stage1,weighted,0.9,0.15000000000000002,0.9665354330708661,0.5602836879432624,0.6119342476302273,,,,,
stage1,weighted,0.9,0.20000000000000004,0.9281496062992126,0.6985815602836879,0.6367577814061172,,,,,
stage1,weighted,0.9,0.25000000000000006,0.8917322834645669,0.7943262411347518,0.6471736445555849,,,,,
stage1,weighted,0.9,0.30000000000000004,0.8641732283464567,0.875886524822695,0.6681476436622767,,,,,
stage1,weighted,0.9,0.3500000000000001,0.8326771653543307,0.925531914893617,0.6639145790326558,,,,,
stage1,weighted,0.9,0.40000000000000013,0.8070866141732284,0.9397163120567376,0.6435232280518437,,,,,
stage1,weighted,0.9,0.45000000000000007,0.7854330708661418,0.9680851063829787,0.6407485440844237,,,,,
stage1,weighted,0.9,0.5000000000000001,0.7618110236220472,0.9787234042553191,0.6235976657166463,,,,,
stage1,weighted,0.9,0.5500000000000002,0.7421259842519685,0.9822695035460993,0.6062222527194426,,,,,
stage1,weighted,0.9,0.6000000000000002,0.719488188976378,0.9893617021276596,0.5897094714929196,,,,,
stage1,weighted,0.9,0.6500000000000001,0.6929133858267716,0.9929078014184397,0.5678310044676417,,,,,
stage1,weighted,0.9,0.7000000000000002,0.6692913385826772,0.9964539007092199,0.5497475969654235,,,,,
stage1,weighted,0.9,0.7500000000000002,0.6505905511811023,0.9964539007092199,0.5337623949502247,,,,,
stage1,weighted,0.9,0.8000000000000002,0.6210629921259843,1.0,0.5124240006977091,,,,,
stage1,weighted,0.9,0.8500000000000002,0.5915354330708661,1.0,0.48921362854665856,,,,,
stage1,weighted,0.9,0.9000000000000002,0.562992125984252,1.0,0.467635426279103,,,,,
stage1,weighted,0.9500000000000001,0.1,0.9803149606299213,0.36524822695035464,0.4865499032414013,,,,,
stage1,weighted,0.9500000000000001,0.15000000000000002,0.9547244094488189,0.5815602836879432,0.6005410713572782,,,,,
stage1,weighted,0.9500000000000001,0.20000000000000004,0.9104330708661418,0.7163120567375887,0.6182235341020346,,,,,
stage1,weighted,0.9500000000000001,0.25000000000000006,0.8799212598425197,0.8014184397163121,0.6342838858771997,,,,,
stage1,weighted,0.9500000000000001,0.30000000000000004,0.8474409448818898,0.875886524822695,0.6451182608702668,,,,,
stage1,weighted,0.9500000000000001,0.3500000000000001,0.8218503937007874,0.925531914893617,0.6503785425960575,,,,,
stage1,weighted,0.9500000000000001,0.40000000000000013,0.8011811023622047,0.9468085106382979,0.6421009146480722,,,,,
stage1,weighted,0.9500000000000001,0.45000000000000007,0.7726377952755905,0.9680851063829787,0.6267605616547316,,,,,
stage1,weighted,0.9500000000000001,0.5000000000000001,0.7519685039370079,0.9787234042553191,0.6133994499447668,,,,,
stage1,weighted,0.9500000000000001,0.5500000000000002,0.735236220472441,0.9822695035460993,0.5993652179090145,,,,,
stage1,weighted,0.9500000000000001,0.6000000000000002,0.7116141732283464,0.9893617021276596,0.5822482005594559,,,,,
stage1,weighted,0.9500000000000001,0.6500000000000001,0.6850393700787402,0.9929078014184397,0.5607430825788313,,,,,
stage1,weighted,0.9500000000000001,0.7000000000000002,0.6633858267716536,0.9964539007092199,0.5446455483543085,,,,,
stage1,weighted,0.9500000000000001,0.7500000000000002,0.6427165354330708,0.9964539007092199,0.5271767876893072,,,,,
stage1,weighted,0.9500000000000001,0.8000000000000002,0.6181102362204725,1.0,0.5100586542422574,,,,,
stage1,weighted,0.9500000000000001,0.8500000000000002,0.5905511811023622,1.0,0.4884561860190397,,,,,
stage1,weighted,0.9500000000000001,0.9000000000000002,0.5610236220472441,1.0,0.4661754925550677,,,,,
stage1,weighted,1.0,0.1,0.9724409448818898,0.40070921985815605,0.49451424909998726,,,,,
stage1,weighted,1.0,0.15000000000000002,0.9429133858267716,0.6099290780141844,0.5970672602253382,,,,,
stage1,weighted,1.0,0.20000000000000004,0.9005905511811023,0.7375886524822695,0.6179262863961187,,,,,
stage1,weighted,1.0,0.25000000000000006,0.8651574803149606,0.8085106382978723,0.6179170074856356,,,,,
stage1,weighted,1.0,0.30000000000000004,0.8346456692913385,0.8794326241134752,0.6310100581063143,,,,,
stage1,weighted,1.0,0.3500000000000001,0.8090551181102362,0.9184397163120568,0.6293958378279684,,,,,
stage1,weighted,1.0,0.40000000000000013,0.7933070866141733,0.9468085106382979,0.6330531829221704,,,,,
stage1,weighted,1.0,0.45000000000000007,0.765748031496063,0.9680851063829787,0.6193995867793811,,,,,
stage1,weighted,1.0,0.5000000000000001,0.7470472440944882,0.975177304964539,0.6055826911033888,,,,,
stage1,weighted,1.0,0.5500000000000002,0.7263779527559056,0.9822695035460993,0.5906915283010824,,,,,
stage1,weighted,1.0,0.6000000000000002,0.7037401574803149,0.9893617021276596,0.5748999267375365,,,,,
stage1,weighted,1.0,0.6500000000000001,0.6811023622047244,0.9929078014184397,0.5572366197019386,,,,,
stage1,weighted,1.0,0.7000000000000002,0.65748031496063,0.9929078014184397,0.5366940521870579,,,,,
stage1,weighted,1.0,0.7500000000000002,0.6377952755905512,0.9964539007092199,0.5231022923529626,,,,,
stage1,weighted,1.0,0.8000000000000002,0.6190944881889764,1.0,0.5108459610471862,,,,,
stage1,weighted,1.0,0.8500000000000002,0.5905511811023622,1.0,0.4884561860190397,,,,,
stage1,weighted,1.0,0.9000000000000002,0.5580708661417323,1.0,0.4639920518152221,,,,,
stage1,logodds,0.0,0.1,0.9891732283464567,0.2624113475177305,0.4193875721475466,,,,,
stage1,logodds,0.0,0.15000000000000002,0.9822834645669292,0.375886524822695,0.5024764488844641,,,,,
stage1,logodds,0.0,0.20000000000000004,0.9744094488188977,0.49645390070921985,0.5814187570713859,,,,,
stage1,logodds,0.0,0.25000000000000006,0.9606299212598425,0.5957446808510638,0.625451715990414,,,,,
stage1,logodds,0.0,0.30000000000000004,0.9478346456692913,0.6773049645390071,0.6598317468239507,,,,,
stage1,logodds,0.0,0.3500000000000001,0.9350393700787402,0.7695035460992907,0.7036434055881614,,,,,
stage1,logodds,0.0,0.40000000000000013,0.922244094488189,0.8404255319148937,0.7328390005108815,,,,,
stage1,logodds,0.0,0.45000000000000007,0.9124015748031497,0.8865248226950354,0.7500134064628081,,,,,
stage1,logodds,0.0,0.5000000000000001,0.8976377952755905,0.9078014184397163,0.741910484488766,,,,,
stage1,logodds,0.0,0.5500000000000002,0.8848425196850394,0.9219858156028369,0.7329123837715594,,,,,
stage1,logodds,0.0,0.6000000000000002,0.8740157480314961,0.9290780141843972,0.7223745435094164,,,,,
stage1,logodds,0.0,0.6500000000000001,0.8612204724409449,0.9468085106382979,0.7177501004830534,,,,,
stage1,logodds,0.0,0.7000000000000002,0.8494094488188977,0.9716312056737588,0.7206311901681548,,,,,
stage1,logodds,0.0,0.7500000000000002,0.8248031496062992,0.9893617021276596,0.7029552191661879,,,,,
stage1,logodds,0.0,0.8000000000000002,0.8080708661417323,0.9893617021276596,0.6829872562644543,,,,,
stage1,logodds,0.0,0.8500000000000002,0.7765748031496063,1.0,0.6559297222768508,,,,,
stage1,logodds,0.0,0.9000000000000002,0.7312992125984252,1.0,0.6095728499320938,,,,,
stage1,logodds,0.05,0.1,0.9901574803149606,0.26595744680851063,0.42693959718358215,,,,,
stage1,logodds,0.05,0.15000000000000002,0.9822834645669292,0.375886524822695,0.5024764488844641,,,,,
stage1,logodds,0.05,0.20000000000000004,0.9744094488188977,0.5,0.5842990771606693,,,,,
stage1,logodds,0.05,0.25000000000000006,0.9596456692913385,0.6028368794326241,0.6286724968357806,,,,,
stage1,logodds,0.05,0.30000000000000004,0.9429133858267716,0.6985815602836879,0.6658132030145623,,,,,
stage1,logodds,0.05,0.3500000000000001,0.9340551181102362,0.7836879432624113,0.7123336821371534,,,,,
stage1,logodds,0.05,0.40000000000000013,0.9192913385826772,0.8581560283687943,0.7407820010096301,,,,,
stage1,logodds,0.05,0.45000000000000007,0.9084645669291339,0.8900709219858156,0.7461260817202265,,,,,
stage1,logodds,0.05,0.5000000000000001,0.8956692913385826,0.9078014184397163,0.73883804052107,,,,,
stage1,logodds,0.05,0.5500000000000002,0.8828740157480315,0.9184397163120568,0.7273344860458091,,,,,
stage1,logodds,0.05,0.6000000000000002,0.8690944881889764,0.9397163120567376,0.7233617814383957,,,,,
stage1,logodds,0.05,0.6500000000000001,0.8622047244094488,0.9645390070921985,0.7324480883971772,,,,,
stage1,logodds,0.05,0.7000000000000002,0.8474409448818898,0.9787234042553191,0.7234186062370134,,,,,
stage1,logodds,0.05,0.7500000000000002,0.8238188976377953,0.9893617021276596,0.7017558393785387,,,,,
stage1,logodds,0.05,0.8000000000000002,0.8021653543307087,0.9893617021276596,0.6761450958199877,,,,,
stage1,logodds,0.05,0.8500000000000002,0.7716535433070866,1.0,0.6506600946572445,,,,,
stage1,logodds,0.05,0.9000000000000002,0.735236220472441,1.0,0.6134260312190736,,,,,
stage1,logodds,0.1,0.1,0.9911417322834646,0.2765957446808511,0.44151847064895006,,,,,
stage1,logodds,0.1,0.15000000000000002,0.9822834645669292,0.38652482269503546,0.5119078287310538,,,,,
stage1,logodds,0.1,0.20000000000000004,0.9734251968503937,0.5106382978723404,0.5902197350327766,,,,,
stage1,logodds,0.1,0.25000000000000006,0.9566929133858267,0.6099290780141844,0.6273708389994755,,,,,
stage1,logodds,0.1,0.30000000000000004,0.9429133858267716,0.723404255319149,0.6845768305505894,,,,,
stage1,logodds,0.1,0.3500000000000001,0.9320866141732284,0.8049645390070922,0.7244181483493427,,,,,
stage1,logodds,0.1,0.40000000000000013,0.9192913385826772,0.8652482269503546,0.7460094454632941,,,,,
stage1,logodds,0.1,0.45000000000000007,0.906496062992126,0.8971631205673759,0.7481555385648027,,,,,
stage1,logodds,0.1,0.5000000000000001,0.8937007874015748,0.9148936170212766,0.7410604586562344,,,,,
stage1,logodds,0.1,0.5500000000000002,0.8769685039370079,0.925531914893617,0.7239783920315479,,,,,
stage1,logodds,0.1,0.6000000000000002,0.8671259842519685,0.9539007092198581,0.7312556648056264,,,,,
stage1,logodds,0.1,0.6500000000000001,0.8612204724409449,0.9716312056737588,0.73643542801742,,,,,
stage1,logodds,0.1,0.7000000000000002,0.8464566929133859,0.9822695035460993,0.7248205093824979,,,,,
stage1,logodds,0.1,0.7500000000000002,0.8238188976377953,0.9893617021276596,0.7017558393785387,,,,,
stage1,logodds,0.1,0.8000000000000002,0.7992125984251969,1.0,0.680985053823261,,,,,
stage1,logodds,0.1,0.8500000000000002,0.7716535433070866,1.0,0.6506600946572445,,,,,
stage1,logodds,0.1,0.9000000000000002,0.7283464566929134,1.0,0.6067034444532785,,,,,
stage1,logodds,0.15000000000000002,0.1,0.9921259842519685,0.2765957446808511,0.4455266196100281,,,,,
stage1,logodds,0.15000000000000002,0.15000000000000002,0.9832677165354331,0.38652482269503546,0.5150868640999443,,,,,
stage1,logodds,0.15000000000000002,0.20000000000000004,0.9714566929133859,0.5177304964539007,0.5906600271841814,,,,,
stage1,logodds,0.15000000000000002,0.25000000000000006,0.9557086614173228,0.6347517730496454,0.6443711087953161,,,,,
stage1,logodds,0.15000000000000002,0.30000000000000004,0.9419291338582677,0.7375886524822695,0.6932458423927903,,,,,
stage1,logodds,0.15000000000000002,0.3500000000000001,0.9281496062992126,0.8156028368794326,0.7250483338449225,,,,,
stage1,logodds,0.15000000000000002,0.40000000000000013,0.9173228346456693,0.8687943262411347,0.7452446167994945,,,,,
stage1,logodds,0.15000000000000002,0.45000000000000007,0.9015748031496063,0.900709219858156,0.7428684662837979,,,,,
stage1,logodds,0.15000000000000002,0.5000000000000001,0.889763779527559,0.9148936170212766,0.7350342323869161,,,,,
stage1,logodds,0.15000000000000002,0.5500000000000002,0.8759842519685039,0.9326241134751773,0.7278684515023592,,,,,
stage1,logodds,0.15000000000000002,0.6000000000000002,0.8661417322834646,0.9574468085106383,0.73254829096247,,,,,
stage1,logodds,0.15000000000000002,0.6500000000000001,0.8553149606299213,0.975177304964539,0.7311369315807976,,,,,
stage1,logodds,0.15000000000000002,0.7000000000000002,0.8395669291338582,0.9822695035460993,0.7159567961635812,,,,,
stage1,logodds,0.15000000000000002,0.7500000000000002,0.8218503937007874,0.9893617021276596,0.6993666210106041,,,,,
stage1,logodds,0.15000000000000002,0.8000000000000002,0.7962598425196851,1.0,0.6776376558447104,,,,,
stage1,logodds,0.15000000000000002,0.8500000000000002,0.7677165354330708,1.0,0.6464874844514523,,,,,
stage1,logodds,0.15000000000000002,0.9000000000000002,0.7312992125984252,1.0,0.6095728499320938,,,,,
stage1,logodds,0.2,0.1,0.9931102362204725,0.28368794326241137,0.4564602246550076,,,,,
stage1,logodds,0.2,0.15000000000000002,0.9822834645669292,0.39361702127659576,0.5181341106771056,,,,,
stage1,logodds,0.2,0.20000000000000004,0.9714566929133859,0.524822695035461,0.5963595887807561,,,,,
stage1,logodds,0.2,0.25000000000000006,0.9537401574803149,0.6453900709219859,0.6481657018667445,,,,,
stage1,logodds,0.2,0.30000000000000004,0.9409448818897638,0.7553191489361702,0.7045342521103503,,,,,
stage1,logodds,0.2,0.3500000000000001,0.9271653543307087,0.8262411347517731,0.7311302444525863,,,,,
stage1,logodds,0.2,0.40000000000000013,0.9153543307086615,0.875886524822695,0.7471268402722677,,,,,
stage1,logodds,0.2,0.45000000000000007,0.8966535433070866,0.9113475177304965,0.743003961949874,,,,,
stage1,logodds,0.2,0.5000000000000001,0.8848425196850394,0.9219858156028369,0.7329123837715594,,,,,
stage1,logodds,0.2,0.5500000000000002,0.8740157480314961,0.9468085106382979,0.7356634309763327,,,,,
stage1,logodds,0.2,0.6000000000000002,0.8641732283464567,0.9680851063829787,0.7378139128790476,,,,,
stage1,logodds,0.2,0.6500000000000001,0.8494094488188977,0.975177304964539,0.7233129677301403,,,,,
stage1,logodds,0.2,0.7000000000000002,0.8336614173228346,0.9893617021276596,0.7138960407501925,,,,,
stage1,logodds,0.2,0.7500000000000002,0.8179133858267716,0.9929078014184397,0.6973447241328103,,,,,
stage1,logodds,0.2,0.8000000000000002,0.7933070866141733,1.0,0.6743147657461207,,,,,
stage1,logodds,0.2,0.8500000000000002,0.765748031496063,1.0,0.6444152759283318,,,,,
stage1,logodds,0.2,0.9000000000000002,0.7293307086614174,1.0,0.6076579813829943,,,,,
stage1,logodds,0.25,0.1,0.9931102362204725,0.2872340425531915,0.45986365249369776,,,,,
stage1,logodds,0.25,0.15000000000000002,0.9822834645669292,0.3971631205673759,0.52122946617694,,,,,
stage1,logodds,0.25,0.20000000000000004,0.9704724409448819,0.5460992907801419,0.6107318058244947,,,,,
stage1,logodds,0.25,0.25000000000000006,0.9517716535433071,0.6595744680851063,0.6547236157638802,,,,,
stage1,logodds,0.25,0.30000000000000004,0.937992125984252,0.7659574468085106,0.706681568342695,,,,,
stage1,logodds,0.25,0.3500000000000001,0.9261811023622047,0.8475177304964538,0.7450423788268437,,,,,
stage1,logodds,0.25,0.40000000000000013,0.9163385826771654,0.8829787234042553,0.7540130697088618,,,,,
stage1,logodds,0.25,0.45000000000000007,0.8946850393700787,0.9113475177304965,0.7399457196779932,,,,,
stage1,logodds,0.25,0.5000000000000001,0.8818897637795275,0.9361702127659575,0.7391249174038839,,,,,
stage1,logodds,0.25,0.5500000000000002,0.8720472440944882,0.950354609929078,0.7355169713411338,,,,,
stage1,logodds,0.25,0.6000000000000002,0.859251968503937,0.9680851063829787,0.73109352366484,,,,,
stage1,logodds,0.25,0.6500000000000001,0.8415354330708661,0.9787234042553191,0.7157807790024806,,,,,
stage1,logodds,0.25,0.7000000000000002,0.8316929133858267,0.9929078014184397,0.7141429265752396,,,,,
stage1,logodds,0.25,0.7500000000000002,0.8139763779527559,1.0,0.6981037990071922,,,,,
stage1,logodds,0.25,0.8000000000000002,0.7834645669291339,1.0,0.6634105527514793,,,,,
stage1,logodds,0.25,0.8500000000000002,0.7627952755905512,1.0,0.6413243165506137,,,,,
stage1,logodds,0.25,0.9000000000000002,0.7253937007874016,1.0,0.6038513109560992,,,,,
stage1,logodds,0.30000000000000004,0.1,0.9931102362204725,0.29432624113475175,0.46661486286214354,,,,,
stage1,logodds,0.30000000000000004,0.15000000000000002,0.9832677165354331,0.3971631205673759,0.5243786610546254,,,,,
stage1,logodds,0.30000000000000004,0.20000000000000004,0.96751968503937,0.5602836879432624,0.6144026431676091,,,,,
stage1,logodds,0.30000000000000004,0.25000000000000006,0.9507874015748031,0.6879432624113475,0.6741770364344273,,,,,
stage1,logodds,0.30000000000000004,0.30000000000000004,0.937007874015748,0.776595744680851,0.7126925400422724,,,,,
stage1,logodds,0.30000000000000004,0.3500000000000001,0.9232283464566929,0.8546099290780141,0.7450304629335129,,,,,
stage1,logodds,0.30000000000000004,0.40000000000000013,0.9114173228346457,0.8936170212765957,0.7536050802003961,,,,,
stage1,logodds,0.30000000000000004,0.45000000000000007,0.8946850393700787,0.9290780141843972,0.7531000521108063,,,,,
stage1,logodds,0.30000000000000004,0.5000000000000001,0.8799212598425197,0.9397163120567376,0.7388879690798831,,,,,
stage1,logodds,0.30000000000000004,0.5500000000000002,0.8661417322834646,0.9574468085106383,0.73254829096247,,,,,
stage1,logodds,0.30000000000000004,0.6000000000000002,0.8513779527559056,0.9716312056737588,0.7232267638111957,,,,,
stage1,logodds,0.30000000000000004,0.6500000000000001,0.8385826771653543,0.9822695035460993,0.7147047339579083,,,,,
stage1,logodds,0.30000000000000004,0.7000000000000002,0.8267716535433071,0.9929078014184397,0.7080712986351366,,,,,
stage1,logodds,0.30000000000000004,0.7500000000000002,0.8061023622047244,1.0,0.688893194393208,,,,,
stage1,logodds,0.30000000000000004,0.8000000000000002,0.7795275590551181,1.0,0.6591208236619961,,,,,
stage1,logodds,0.30000000000000004,0.8500000000000002,0.7588582677165354,1.0,0.6372349417289288,,,,,
stage1,logodds,0.30000000000000004,0.9000000000000002,0.7224409448818898,1.0,0.6010161998157328,,,,,
stage1,logodds,0.35000000000000003,0.1,0.9931102362204725,0.2978723404255319,0.46996342712152483,,,,,
stage1,logodds,0.35000000000000003,0.15000000000000002,0.9812992125984252,0.40425531914893614,0.5242862126850837,,,,,
stage1,logodds,0.35000000000000003,0.20000000000000004,0.9665354330708661,0.5673758865248227,0.617525839879036,,,,,
stage1,logodds,0.35000000000000003,0.25000000000000006,0.9498031496062992,0.7021276595744681,0.682787396717058,,,,,
stage1,logodds,0.35000000000000003,0.30000000000000004,0.9360236220472441,0.7872340425531915,0.7187004663765283,,,,,
stage1,logodds,0.35000000000000003,0.3500000000000001,0.9163385826771654,0.8546099290780141,0.7330858722778058,,,,,
stage1,logodds,0.35000000000000003,0.40000000000000013,0.9045275590551181,0.8971631205673759,0.7449721747723728,,,,,
stage1,logodds,0.35000000000000003,0.45000000000000007,0.8917322834645669,0.9361702127659575,0.7538393670665432,,,,,
stage1,logodds,0.35000000000000003,0.5000000000000001,0.875,0.9432624113475178,0.7344182235354428,,,,,
stage1,logodds,0.35000000000000003,0.5500000000000002,0.8641732283464567,0.9609929078014184,0.7324875886827663,,,,,
stage1,logodds,0.35000000000000003,0.6000000000000002,0.8464566929133859,0.975177304964539,0.7194516710900561,,,,,
stage1,logodds,0.35000000000000003,0.6500000000000001,0.8346456692913385,0.9858156028368794,0.7124301122049994,,,,,
stage1,logodds,0.35000000000000003,0.7000000000000002,0.8179133858267716,1.0,0.7027806118865084,,,,,
stage1,logodds,0.35000000000000003,0.7500000000000002,0.7982283464566929,1.0,0.6798665071601079,,,,,
stage1,logodds,0.35000000000000003,0.8000000000000002,0.7755905511811023,1.0,0.6548709428807715,,,,,
stage1,logodds,0.35000000000000003,0.8500000000000002,0.7519685039370079,1.0,0.6301642347461901,,,,,
stage1,logodds,0.35000000000000003,0.9000000000000002,0.7125984251968503,1.0,0.5916856506989603,,,,,
stage1,logodds,0.4,0.1,0.9931102362204725,0.3049645390070922,0.47660833768778466,,,,,
stage1,logodds,0.4,0.15000000000000002,0.9803149606299213,0.40425531914893614,0.5212165977058584,,,,,
stage1,logodds,0.4,0.20000000000000004,0.9625984251968503,0.5815602836879432,0.6190361772614331,,,,,
stage1,logodds,0.4,0.25000000000000006,0.9478346456692913,0.7056737588652482,0.681328369564784,,,,,
stage1,logodds,0.4,0.30000000000000004,0.9350393700787402,0.8014184397163121,0.7273255835502843,,,,,
stage1,logodds,0.4,0.3500000000000001,0.9143700787401575,0.8652482269503546,0.7376089914828209,,,,,
stage1,logodds,0.4,0.40000000000000013,0.8996062992125984,0.9184397163120568,0.7528799739656178,,,,,
stage1,logodds,0.4,0.45000000000000007,0.8858267716535433,0.9397163120567376,0.747590881811468,,,,,
stage1,logodds,0.4,0.5000000000000001,0.8720472440944882,0.950354609929078,0.7355169713411338,,,,,
stage1,logodds,0.4,0.5500000000000002,0.859251968503937,0.9645390070921985,0.7284236505152064,,,,,
stage1,logodds,0.4,0.6000000000000002,0.8415354330708661,0.9787234042553191,0.7157807790024806,,,,,
stage1,logodds,0.4,0.6500000000000001,0.8267716535433071,0.9822695035460993,0.6999460515866888,,,,,
stage1,logodds,0.4,0.7000000000000002,0.812992125984252,1.0,0.6969421399633494,,,,,
stage1,logodds,0.4,0.7500000000000002,0.7923228346456693,1.0,0.6732125147382213,,,,,
stage1,logodds,0.4,0.8000000000000002,0.7677165354330708,1.0,0.6464874844514523,,,,,
stage1,logodds,0.4,0.8500000000000002,0.7450787401574803,1.0,0.6231993725132766,,,,,
stage1,logodds,0.4,0.9000000000000002,0.7037401574803149,1.0,0.5834403266551719,,,,,
stage1,logodds,0.45,0.1,0.9950787401574803,0.3120567375886525,0.49109599892098166,,,,,
stage1,logodds,0.45,0.15000000000000002,0.9803149606299213,0.40425531914893614,0.5212165977058584,,,,,
stage1,logodds,0.45,0.20000000000000004,0.9596456692913385,0.6099290780141844,0.6341871871474896,,,,,
stage1,logodds,0.45,0.25000000000000006,0.9478346456692913,0.7127659574468085,0.6866623987930477,,,,,
stage1,logodds,0.45,0.30000000000000004,0.9291338582677166,0.8120567375886525,0.7242199457960712,,,,,
stage1,logodds,0.45,0.3500000000000001,0.9104330708661418,0.8794326241134752,0.741507430965969,,,,,
stage1,logodds,0.45,0.40000000000000013,0.8956692913385826,0.9290780141843972,0.7546175996886225,,,,,
stage1,logodds,0.45,0.45000000000000007,0.8799212598425197,0.9397163120567376,0.7388879690798831,,,,,
stage1,logodds,0.45,0.5000000000000001,0.8690944881889764,0.950354609929078,0.7313495220172118,,,,,
stage1,logodds,0.45,0.5500000000000002,0.8543307086614174,0.9680851063829787,0.7244726865908535,,,,,
stage1,logodds,0.45,0.6000000000000002,0.8356299212598425,0.9787234042553191,0.7082708398485906,,,,,
